secteur;langue;nom_produit;prix_unitaire;unite;etiquette_unite;type
security;nl;Waterlekkage melder;55.0;st;détecteur;produit
security;en;Water leak detector;55.0;pc;détecteur;produit
security;de;Wasserleckdetektor;55.0;st;détecteur;produit
security;nl;Slim slot;220.0;st;serrure;produit
security;en;Smart lock;220.0;pc;serrure;produit
security;de;Smart Lock;220.0;st;serrure;produit
security;nl;Videofoon;350.0;st;visiophone;produit
security;en;Video intercom;350.0;pc;visiophone;produit
security;de;Videosprechanlage;350.0;st;visiophone;produit
security;nl;RFID badge (set 10);35.0;st;set;produit
security;en;RFID badge (pack 10);35.0;pc;set;produit
security;de;RFID-Badge (Set 10);35.0;st;set;produit
security;nl;Alarmcentrale;380.0;st;centrale;produit
security;en;Alarm panel;380.0;pc;centrale;produit
security;de;Alarmzentrale;380.0;st;centrale;produit
security;nl;Buitensirene;85.0;st;sirène;produit
security;en;Outdoor siren;85.0;pc;sirène;produit
security;de;Außensirene;85.0;st;sirène;produit
security;nl;Alarmopvolging (maand);35.0;maand;maand;service
security;en;Remote monitoring (month);35.0;month;month;service
security;de;Fernüberwachung (Monat);35.0;monat;monat;service
security;nl;Alarm onderhoud;85.0;st;bezoek;service
security;en;Alarm maintenance;85.0;pc;visit;service
security;de;Alarmwartung;85.0;st;besuch;service
security;nl;Bewaking (uur);45.0;u;uur;service
security;en;Security guard (hour);45.0;h;hour;service
security;de;Bewachung (Stunde);45.0;h;stunde;service
security;nl;Surveillance ronde;55.0;st;ronde;service
security;en;Security patrol;55.0;pc;ronde;service
security;de;Sicherheitsrunde;55.0;st;ronde;service
security;nl;Beveiligingsagent;55.0;u;uur;service
security;en;Security agent;55.0;h;hour;service
security;de;Sicherheitsmitarbeiter;55.0;h;stunde;service
security;nl;Veiligheidsaudit;450.0;st;audit;service
security;en;Security audit;450.0;pc;audit;service
security;de;Sicherheitsaudit;450.0;st;audit;service
security;nl;Alarm installatie;350.0;st;pakket;service
security;en;Alarm installation;350.0;pc;package;service
security;de;Alarminstallation;350.0;st;paket;service
security;nl;Camera installatie;650.0;st;pakket;service
security;en;Video installation;650.0;pc;package;service
security;de;Videoinstallation;650.0;st;paket;service
security;nl;Spoed interventie;150.0;st;interventie;service
security;en;Emergency repair;150.0;pc;intervention;service
security;de;Notfallreparatur;150.0;st;intervention;service
security;nl;Brandveiligheid training;450.0;st;session;service
security;en;Fire safety training;450.0;pc;session;service
security;de;Brandschutzschulung;450.0;st;session;service
security;nl;Evacuatieplan;350.0;st;document;service
security;en;Evacuation plan;350.0;pc;document;service
security;de;Evakuierungsplan;350.0;st;dokument;service
security;nl;Toegangscontrole installatie;850.0;st;pakket;service
security;en;Access control installation;850.0;pc;package;service
security;de;Zugangskontrollinstallation;850.0;st;paket;service
security;nl;Evenementen beveiliging (dag);450.0;dag;dag;service
security;en;Event security (day);450.0;day;day;service
security;de;Veranstaltungssicherheit (Tag);450.0;tag;tag;service
security;nl;Veiligheidsconsultant;120.0;u;uur;service
security;en;Security consultant;120.0;h;hour;service
security;de;Sicherheitsberater;120.0;h;stunde;service
security;nl;Kluis;450.0;st;coffre;produit
security;en;Safe;450.0;pc;coffre;produit
security;de;Tresor;450.0;st;coffre;produit
interior_design;nl;Interieur advies;85.0;u;uur;service
interior_design;en;Interior consultation;85.0;h;hour;service
interior_design;de;Innenraumberatung;85.0;h;stunde;service
interior_design;nl;Compleet interieurproject;1850.0;st;pakket;service
interior_design;en;Complete interior project;1850.0;pc;package;service
interior_design;de;Komplettes Interieurprojekt;1850.0;st;paket;service
interior_design;nl;Woonkamer inrichting;650.0;st;pakket;service
interior_design;en;Living room design;650.0;pc;package;service
interior_design;de;Wohnzimmergestaltung;650.0;st;paket;service
interior_design;nl;Keuken inrichting;850.0;st;pakket;service
interior_design;en;Kitchen design;850.0;pc;package;service
interior_design;de;Küchengestaltung;850.0;st;paket;service
interior_design;nl;Slaapkamer inrichting;450.0;st;pakket;service
interior_design;en;Bedroom design;450.0;pc;package;service
interior_design;de;Schlafzimmergestaltung;450.0;st;paket;service
interior_design;nl;Kantoor inrichting;550.0;st;pakket;service
interior_design;en;Office design;550.0;pc;package;service
interior_design;de;Bürogestaltung;550.0;st;paket;service
interior_design;nl;Shopping lijst (project);350.0;st;pakket;service
interior_design;en;Shopping list (project);350.0;pc;package;service
interior_design;de;Einkaufsliste (Projekt);350.0;st;paket;service
interior_design;nl;Shopping begeleiding;65.0;u;uur;service
interior_design;en;Shopping support;65.0;h;hour;service
interior_design;de;Einkaufsbegleitung;65.0;h;stunde;service
interior_design;nl;2D tekeningen;450.0;st;plan;service
interior_design;en;2D plans;450.0;pc;plan;service
interior_design;de;2D-Pläne;450.0;st;plan;service
interior_design;nl;3D visualisatie;650.0;st;rendu;service
interior_design;en;3D visualization;650.0;pc;rendu;service
interior_design;de;3D-Visualisierung;650.0;st;rendu;service
interior_design;nl;Meubel selectie;350.0;st;sélection;service
interior_design;en;Furniture selection;350.0;pc;sélection;service
interior_design;de;Möbelauswahl;350.0;st;sélection;service
interior_design;nl;Textiel selectie;250.0;st;sélection;service
interior_design;en;Textile selection;250.0;pc;sélection;service
interior_design;de;Textilauswahl;250.0;st;sélection;service
interior_design;nl;Verlichting selectie;280.0;st;sélection;service
interior_design;en;Lighting selection;280.0;pc;sélection;service
interior_design;de;Lampenauswahl;280.0;st;sélection;service
interior_design;nl;Kleuren advies;180.0;st;pakket;service
interior_design;en;Color advice;180.0;pc;package;service
interior_design;de;Farbberatung;180.0;st;paket;service
interior_design;nl;Home staging verkoop;850.0;st;pakket;service
interior_design;en;Home staging sale;850.0;pc;package;service
interior_design;de;Home Staging Verkauf;850.0;st;paket;service
interior_design;nl;Ruimte herinrichting;1200.0;st;pakket;service
interior_design;en;Space redesign;1200.0;pc;package;service
interior_design;de;Raumneugestaltung;1200.0;st;paket;service
interior_design;nl;Lichtstudie;350.0;st;studie;service
interior_design;en;Lighting study;350.0;pc;study;service
interior_design;de;Lichtstudie;350.0;st;studie;service
interior_design;nl;Werf opvolging;65.0;u;uur;service
interior_design;en;Site monitoring;65.0;h;hour;service
interior_design;de;Baustellenüberwachung;65.0;h;stunde;service
interior_design;nl;Vaklui coördinatie;85.0;u;uur;service
interior_design;en;Craftsmen coordination;85.0;h;hour;service
interior_design;de;Handwerkerkoordination;85.0;h;stunde;service
interior_design;nl;Evenement decoratie;650.0;st;pakket;service
interior_design;en;Event decoration;650.0;pc;package;service
interior_design;de;Eventdekoration;650.0;st;paket;service
interior_design;nl;Feng shui advies;150.0;u;uur;service
interior_design;en;Feng shui consultation;150.0;h;hour;service
interior_design;de;Feng-Shui-Beratung;150.0;h;stunde;service
interior_design;nl;Maatwerk opbergruimte;450.0;st;projet;service
interior_design;en;Custom storage;450.0;pc;projet;service
interior_design;de;Maßgefertigte Aufbewahrung;450.0;st;projet;service
interior_design;nl;Kleine ruimtes optimaliseren;550.0;st;pakket;service
interior_design;en;Small space optimization;550.0;pc;package;service
interior_design;de;Kleine Raumoptimierung;550.0;st;paket;service
interior_design;nl;Terras inrichting;450.0;st;pakket;service
interior_design;en;Terrace design;450.0;pc;package;service
interior_design;de;Terrassengestaltung;450.0;st;paket;service
interior_design;nl;Kunstwerk selectie;380.0;st;sélection;service
interior_design;en;Artwork selection;380.0;pc;sélection;service
interior_design;de;Kunstwerkauswahl;380.0;st;sélection;service
interior_design;nl;Moodboard;180.0;st;document;service
interior_design;en;Moodboard;180.0;pc;document;service
interior_design;de;Moodboard;180.0;st;dokument;service
interior_design;nl;Technisch dossier;450.0;st;dossier;service
interior_design;en;Technical file;450.0;pc;file;service
interior_design;de;Technische Akte;450.0;st;akte;service
interior_design;nl;Inspiratieboek;120.0;st;document;service
interior_design;en;Inspiration book;120.0;pc;document;service
interior_design;de;Inspirationsbuch;120.0;st;dokument;service
catering;nl;Koud buffet (pers);25.0;st;persoon;service
catering;en;Cold buffet (pers);25.0;pc;person;service
catering;de;Kaltes Buffet (Pers.);25.0;st;person;service
catering;nl;Warm buffet (pers);32.0;st;persoon;service
catering;en;Hot buffet (pers);32.0;pc;person;service
catering;de;Warmes Buffet (Pers.);32.0;st;person;service
catering;nl;Walking dinner (pers);28.0;st;persoon;service
catering;en;Cocktail dinner (pers);28.0;pc;person;service
catering;de;Cocktail-Dinner (Pers.);28.0;st;person;service
catering;nl;Zakelijke lunchbox;18.5;st;plateau;service
catering;en;Business lunch box;18.5;pc;plateau;service
catering;de;Business-Lunchbox;18.5;st;plateau;service
catering;nl;Seminarie ontbijt;12.0;st;persoon;service
catering;en;Seminar breakfast;12.0;pc;person;service
catering;de;Seminar-Frühstück;12.0;st;person;service
catering;nl;Koffiepauze (pers);5.5;st;persoon;service
catering;en;Coffee break (pers);5.5;pc;person;service
catering;de;Kaffeepause (Pers.);5.5;st;person;service
catering;nl;Zakenlunch;35.0;st;persoon;service
catering;en;Business lunch;35.0;pc;person;service
catering;de;Business-Lunch;35.0;st;person;service
catering;nl;Gala diner;65.0;st;persoon;service
catering;en;Gala dinner;65.0;pc;person;service
catering;de;Gala-Dinner;65.0;st;person;service
catering;nl;Bruiloft (pers);85.0;st;persoon;service
catering;en;Wedding (pers);85.0;pc;person;service
catering;de;Hochzeit (Pers.);85.0;st;person;service
catering;nl;Doop (pers);45.0;st;persoon;service
catering;en;Baptism (pers);45.0;pc;person;service
catering;de;Taufe (Pers.);45.0;st;person;service
catering;nl;Communie (pers);38.0;st;persoon;service
catering;en;Communion (pers);38.0;pc;person;service
catering;de;Kommunion (Pers.);38.0;st;person;service
catering;nl;Verjaardag (pers);32.0;st;persoon;service
catering;en;Birthday (pers);32.0;pc;person;service
catering;de;Geburtstag (Pers.);32.0;st;person;service
catering;nl;Barbecue (pers);28.0;st;persoon;service
catering;en;Barbecue (pers);28.0;pc;person;service
catering;de;Grillen (Pers.);28.0;st;person;service
catering;nl;Brunch (pers);22.0;st;persoon;service
catering;en;Brunch (pers);22.0;pc;person;service
catering;de;Brunch (Pers.);22.0;st;person;service
catering;nl;Food truck (service);850.0;st;pakket;service
catering;en;Food truck (service);850.0;pc;package;service
catering;de;Food-Truck (Service);850.0;st;paket;service
catering;nl;Trouwtaart;180.0;st;stuk;produit
catering;en;Wedding cake;180.0;pc;piece;produit
catering;de;Hochzeitstorte;180.0;st;stück;produit
catering;nl;Evenemententaart;120.0;st;gâteau;produit
catering;en;Event cake;120.0;pc;gâteau;produit
catering;de;Event-Torte;120.0;st;gâteau;produit
catering;nl;Snoepbuffet;350.0;st;pakket;service
catering;en;Candy bar;350.0;pc;package;service
catering;de;Candy-Bar;350.0;st;paket;service
catering;nl;Chocoladefontein;150.0;st;verhuur;service
catering;en;Chocolate fountain;150.0;pc;rental;service
catering;de;Schokoladenbrunnen;150.0;st;vermietung;service
catering;nl;Catering service + personeel;450.0;st;service;service
catering;en;Catering service + staff;450.0;pc;service;service
catering;de;Catering-Service + Personal;450.0;st;service;service
catering;nl;Servies verhuur;2.5;st;couverts;service
catering;en;Tableware rental;2.5;pc;couverts;service
catering;de;Geschirrverleih;2.5;st;couverts;service
catering;nl;Tafellinnen;3.5;st;set;service
catering;en;Table linen;3.5;pc;set;service
catering;de;Tischwäsche;3.5;st;set;service
catering;nl;Tafeldecoratie;8.5;st;table;service
catering;en;Table decoration;8.5;pc;table;service
catering;de;Tischdekoration;8.5;st;table;service
catering;nl;Sommelier service;250.0;st;service;service
catering;en;Sommelier service;250.0;pc;service;service
catering;de;Sommelier-Service;250.0;st;service;service
catering;nl;Vegetarisch menu (pers);28.0;st;persoon;service
catering;en;Vegetarian menu (pers);28.0;pc;person;service
catering;de;Vegetarisches Menü (Pers.);28.0;st;person;service
catering;nl;Veganistisch menu (pers);32.0;st;persoon;service
catering;en;Vegan menu (pers);32.0;pc;person;service
catering;de;Veganes Menü (Pers.);32.0;st;person;service
catering;nl;Glutenvrij menu (pers);30.0;st;persoon;service
catering;en;Gluten-free menu (pers);30.0;pc;person;service
catering;de;Glutenfreies Menü (Pers.);30.0;st;person;service
catering;nl;Kindermenu (pers);15.0;st;persoon;service
catering;en;Kids meal (pers);15.0;pc;person;service
catering;de;Kindermenü (Pers.);15.0;st;person;service
catering;nl;Levering;45.0;st;pakket;service
catering;en;Delivery;45.0;pc;package;service
catering;de;Lieferung;45.0;st;paket;service
home_renovation;nl;Complete keukenrenovatie;12500.0;st;pakket;service
home_renovation;en;Complete kitchen renovation;12500.0;pc;package;service
home_renovation;de;Komplette Küchenrenovierung;12500.0;st;paket;service
home_renovation;nl;Badkamerrenovatie;8500.0;st;pakket;service
home_renovation;en;Bathroom renovation;8500.0;pc;package;service
home_renovation;de;Badsanierung;8500.0;st;paket;service
home_renovation;nl;Zolder inrichting;15000.0;st;pakket;service
home_renovation;en;Attic conversion;15000.0;pc;package;service
home_renovation;de;Dachausbau;15000.0;st;paket;service
home_renovation;nl;Huis uitbreiding (m²);1850.0;m2;m²;service
home_renovation;en;House extension (m²);1850.0;m2;m²;service
home_renovation;de;Hauserweiterung (m²);1850.0;m2;m²;service
home_renovation;nl;Opbouw;2200.0;m2;m²;service
home_renovation;en;Elevation;2200.0;m2;m²;service
home_renovation;de;Aufstockung;2200.0;m2;m²;service
home_renovation;nl;Gevelrenovatie;85.0;m2;m²;service
home_renovation;en;Facade renovation;85.0;m2;m²;service
home_renovation;de;Fassadensanierung;85.0;m2;m²;service
home_renovation;nl;Buitenisolatie;95.0;m2;m²;service
home_renovation;en;External insulation;95.0;m2;m²;service
home_renovation;de;Außendämmung;95.0;m2;m²;service
home_renovation;nl;Binnenisolatie;45.0;m2;m²;service
home_renovation;en;Internal insulation;45.0;m2;m²;service
home_renovation;de;Innendämmung;45.0;m2;m²;service
home_renovation;nl;Ramen vervangen;450.0;st;raam;service
home_renovation;en;Window replacement;450.0;pc;window;service
home_renovation;de;Fensterwechsel;450.0;st;fenster;service
home_renovation;nl;Voordeur;1200.0;st;deur;service
home_renovation;en;Front door;1200.0;pc;door;service
home_renovation;de;Haustür;1200.0;st;tür;service
home_renovation;nl;Maatwerk garage;4500.0;st;pakket;service
home_renovation;en;Custom garage;4500.0;pc;package;service
home_renovation;de;Maßgefertigte Garage;4500.0;st;paket;service
home_renovation;nl;Veranda;18500.0;st;pakket;service
home_renovation;en;Veranda;18500.0;pc;package;service
home_renovation;de;Veranda;18500.0;st;paket;service
home_renovation;nl;Bioklimatische pergola;8500.0;st;pakket;service
home_renovation;en;Bioclimatic pergola;8500.0;pc;package;service
home_renovation;de;Bioklimatische Pergola;8500.0;st;paket;service
home_renovation;nl;Tegel terras;85.0;m2;m²;service
home_renovation;en;Tiled terrace;85.0;m2;m²;service
home_renovation;de;Geflieste Terrasse;85.0;m2;m²;service
home_renovation;nl;Houten terras;95.0;m2;m²;service
home_renovation;en;Wooden terrace;95.0;m2;m²;service
home_renovation;de;Holzterrasse;95.0;m2;m²;service
home_renovation;nl;Inbouw zwembad;45000.0;st;pakket;service
home_renovation;en;In-ground pool;45000.0;pc;package;service
home_renovation;de;Einbaupool;45000.0;st;paket;service
home_renovation;nl;Opbouw zwembad;8500.0;st;pakket;service
home_renovation;en;Above-ground pool;8500.0;pc;package;service
home_renovation;de;Aufstellpool;8500.0;st;paket;service
home_renovation;nl;Tuinhuis;3500.0;st;pakket;service
home_renovation;en;Garden shed;3500.0;pc;package;service
home_renovation;de;Gartenhaus;3500.0;st;paket;service
home_renovation;nl;Tuinomheining (m);45.0;m;meter;service
home_renovation;en;Garden fence (m);45.0;m;meter;service
home_renovation;de;Gartenzaun (m);45.0;m;meter;service
home_renovation;nl;Automatische poort;4500.0;st;pakket;service
home_renovation;en;Automatic gate;4500.0;pc;package;service
home_renovation;de;Automatisches Tor;4500.0;st;paket;service
home_renovation;nl;Automatische beregening;2500.0;st;pakket;service
home_renovation;en;Automatic irrigation;2500.0;pc;package;service
home_renovation;de;Automatische Bewässerung;2500.0;st;paket;service
home_renovation;nl;Buitenverlichting;1800.0;st;pakket;service
home_renovation;en;Outdoor lighting;1800.0;pc;package;service
home_renovation;de;Außenbeleuchtung;1800.0;st;paket;service
home_renovation;nl;Open haard/inzet;3500.0;st;pakket;service
home_renovation;en;Fireplace/insert;3500.0;pc;package;service
home_renovation;de;Kamin/Kassette;3500.0;st;paket;service
home_renovation;nl;Houtkachel;1800.0;st;pakket;service
home_renovation;en;Wood stove;1800.0;pc;package;service
home_renovation;de;Holzofen;1800.0;st;paket;service
home_renovation;nl;Pelletkachel;3200.0;st;pakket;service
home_renovation;en;Pellet stove;3200.0;pc;package;service
home_renovation;de;Pelletofen;3200.0;st;paket;service
home_renovation;nl;Maatwerk kasten;1200.0;st;pakket;service
home_renovation;en;Custom closets;1200.0;pc;package;service
home_renovation;de;Maßgefertigte Schränke;1200.0;st;paket;service
home_renovation;nl;Inloopkast;2500.0;st;pakket;service
home_renovation;en;Walk-in closet;2500.0;pc;package;service
home_renovation;de;Begehbarer Kleiderschrank;2500.0;st;paket;service
home_renovation;nl;Maatwerk trap;4500.0;st;pakket;service
home_renovation;en;Custom staircase;4500.0;pc;package;service
home_renovation;de;Maßgefertigte Treppe;4500.0;st;paket;service
home_renovation;nl;Toegangsramp;1800.0;st;pakket;service
home_renovation;en;Access ramp;1800.0;pc;package;service
home_renovation;de;Zugangsrampe;1800.0;st;paket;service
butcher;nl;Entrecote (kg);32.0;kg;kg;produit
butcher;en;Ribeye (kg);32.0;kg;kg;produit
butcher;de;Entrecôte (kg);32.0;kg;kg;produit
butcher;nl;Côte de boeuf (kg);28.0;kg;kg;produit
butcher;en;Rib steak (kg);28.0;kg;kg;produit
butcher;de;Rinderrippe (kg);28.0;kg;kg;produit
butcher;nl;Rundvlees filet (kg);45.0;kg;kg;produit
butcher;en;Beef fillet (kg);45.0;kg;kg;produit
butcher;de;Rinderfilet (kg);45.0;kg;kg;produit
butcher;nl;Bavette (kg);24.0;kg;kg;produit
butcher;en;Flank steak (kg);24.0;kg;kg;produit
butcher;de;Bavette (kg);24.0;kg;kg;produit
butcher;nl;Onglet (kg);26.0;kg;kg;produit
butcher;en;Hanger steak (kg);26.0;kg;kg;produit
butcher;de;Onglet (kg);26.0;kg;kg;produit
butcher;nl;Entrecote zonder been (kg);29.0;kg;kg;produit
butcher;en;Sirloin (kg);29.0;kg;kg;produit
butcher;de;Lendenstück (kg);29.0;kg;kg;produit
butcher;nl;Rumsteak (kg);27.0;kg;kg;produit
butcher;en;Rump steak (kg);27.0;kg;kg;produit
butcher;de;Rumpsteak (kg);27.0;kg;kg;produit
butcher;nl;Lamskotelet (kg);28.0;kg;kg;produit
butcher;en;Lamb chop (kg);28.0;kg;kg;produit
butcher;de;Lammkotelett (kg);28.0;kg;kg;produit
butcher;nl;Lamsschouder (kg);22.0;kg;kg;produit
butcher;en;Leg of lamb (kg);22.0;kg;kg;produit
butcher;de;Lammkeule (kg);22.0;kg;kg;produit
butcher;nl;Lamsrack (kg);32.0;kg;kg;produit
butcher;en;Rack of lamb (kg);32.0;kg;kg;produit
butcher;de;Lammkarree (kg);32.0;kg;kg;produit
butcher;nl;Varkenskotelet (kg);14.0;kg;kg;produit
butcher;en;Pork chop (kg);14.0;kg;kg;produit
butcher;de;Schweinekotelett (kg);14.0;kg;kg;produit
butcher;nl;Varkenshaas (kg);18.0;kg;kg;produit
butcher;en;Pork tenderloin (kg);18.0;kg;kg;produit
butcher;de;Schweinefilet (kg);18.0;kg;kg;produit
butcher;nl;Schouder (kg);12.0;kg;kg;produit
butcher;en;Pork shoulder (kg);12.0;kg;kg;produit
butcher;de;Schweineschulter (kg);12.0;kg;kg;produit
butcher;nl;Spareribs (kg);11.0;kg;kg;produit
butcher;en;Pork ribs (kg);11.0;kg;kg;produit
butcher;de;Schweinerippchen (kg);11.0;kg;kg;produit
butcher;nl;Hele kip (kg);9.5;kg;kg;produit
butcher;en;Whole chicken (kg);9.5;kg;kg;produit
butcher;de;Ganzes Huhn (kg);9.5;kg;kg;produit
butcher;nl;Kipfilet (kg);13.5;kg;kg;produit
butcher;en;Chicken breast (kg);13.5;kg;kg;produit
butcher;de;Hühnerbrust (kg);13.5;kg;kg;produit
butcher;nl;Kalkoen escalope (kg);12.0;kg;kg;produit
butcher;en;Turkey escalope (kg);12.0;kg;kg;produit
butcher;de;Putenschnitzel (kg);12.0;kg;kg;produit
butcher;nl;Kalkoenpoot (kg);10.5;kg;kg;produit
butcher;en;Turkey leg (kg);10.5;kg;kg;produit
butcher;de;Putenkeule (kg);10.5;kg;kg;produit
butcher;nl;Hele eend (kg);15.0;kg;kg;produit
butcher;en;Whole duck (kg);15.0;kg;kg;produit
butcher;de;Ganze Ente (kg);15.0;kg;kg;produit
butcher;nl;Eendenborst (kg);26.0;kg;kg;produit
butcher;en;Duck breast (kg);26.0;kg;kg;produit
butcher;de;Entenbrust (kg);26.0;kg;kg;produit
butcher;nl;Toulouse worst (kg);13.0;kg;kg;produit
butcher;en;Toulouse sausage (kg);13.0;kg;kg;produit
butcher;de;Toulouse-Wurst (kg);13.0;kg;kg;produit
butcher;nl;Merguez (kg);11.0;kg;kg;produit
butcher;en;Merguez (kg);11.0;kg;kg;produit
butcher;de;Merguez (kg);11.0;kg;kg;produit
butcher;nl;Chipolata (kg);12.5;kg;kg;produit
butcher;en;Chipolata (kg);12.5;kg;kg;produit
butcher;de;Chipolata (kg);12.5;kg;kg;produit
butcher;nl;Paté in deeg;18.0;st;stuk;produit
butcher;en;Pâté en croûte;18.0;pc;piece;produit
butcher;de;Pastete im Teig;18.0;st;stück;produit
butcher;nl;Huisgemaakte terrine;14.0;st;stuk;produit
butcher;en;Homemade terrine;14.0;pc;piece;produit
butcher;de;Hausgemachte Terrine;14.0;st;stück;produit
butcher;nl;Rillettes (pot);6.5;st;pot;produit
butcher;en;Rillettes (jar);6.5;pc;jar;produit
butcher;de;Rillettes (Topf);6.5;st;dose;produit
butcher;nl;Rundgehakt (kg);16.0;kg;kg;produit
butcher;en;Ground beef (kg);16.0;kg;kg;produit
butcher;de;Rinderhackfleisch (kg);16.0;kg;kg;produit
butcher;nl;Hamburgers (kg);15.0;kg;kg;produit
butcher;en;Burgers (kg);15.0;kg;kg;produit
butcher;de;Hacksteak (kg);15.0;kg;kg;produit
butcher;nl;Bolognese (kg);18.0;kg;kg;produit
butcher;en;Bolognese mix (kg);18.0;kg;kg;produit
butcher;de;Bolognese-Zubereitung (kg);18.0;kg;kg;produit
butcher;nl;Spies (pers);4.5;st;brochette;produit
butcher;en;Skewer (pers);4.5;pc;brochette;produit
butcher;de;Spieß (Pers.);4.5;st;brochette;produit
grocery;nl;Olijfolie (1L);12.0;st;fles;produit
grocery;en;Olive oil (1L);12.0;pc;bottle;produit
grocery;de;Olivenöl (1L);12.0;st;flasche;produit
grocery;nl;Zonnebloemolie (1L);3.5;st;fles;produit
grocery;en;Sunflower oil (1L);3.5;pc;bottle;produit
grocery;de;Sonnenblumenöl (1L);3.5;st;flasche;produit
grocery;nl;Balsamico azijn;8.5;st;fles;produit
grocery;en;Balsamic vinegar;8.5;pc;bottle;produit
grocery;de;Balsamico-Essig;8.5;st;flasche;produit
grocery;nl;Dijon mosterd;2.5;st;pot;produit
grocery;en;Dijon mustard;2.5;pc;jar;produit
grocery;de;Dijon-Senf;2.5;st;dose;produit
grocery;nl;Ketchup;2.8;st;fles;produit
grocery;en;Ketchup;2.8;pc;bottle;produit
grocery;de;Ketchup;2.8;st;flasche;produit
grocery;nl;Mayonaise;3.2;st;pot;produit
grocery;en;Mayonnaise;3.2;pc;jar;produit
grocery;de;Mayonnaise;3.2;st;dose;produit
grocery;nl;Sojasaus;4.5;st;fles;produit
grocery;en;Soy sauce;4.5;pc;bottle;produit
grocery;de;Sojasauce;4.5;st;flasche;produit
grocery;nl;Tomatensaus;2.2;st;pak;produit
grocery;en;Tomato sauce;2.2;pc;carton;produit
grocery;de;Tomatensauce;2.2;st;packung;produit
grocery;nl;Tomatenpuree;1.5;st;tube;produit
grocery;en;Tomato paste;1.5;pc;tube;produit
grocery;de;Tomatenmark;1.5;st;tube;produit
grocery;nl;Spaghetti (500g);1.8;st;pak;produit
grocery;en;Spaghetti (500g);1.8;pc;pack;produit
grocery;de;Spaghetti (500g);1.8;st;packung;produit
grocery;nl;Penne (500g);1.8;st;pak;produit
grocery;en;Penne (500g);1.8;pc;pack;produit
grocery;de;Penne (500g);1.8;st;packung;produit
grocery;nl;Basmati rijst (1kg);4.5;st;pak;produit
grocery;en;Basmati rice (1kg);4.5;pc;pack;produit
grocery;de;Basmatireis (1kg);4.5;st;packung;produit
grocery;nl;Arborio rijst (500g);3.5;st;pak;produit
grocery;en;Arborio rice (500g);3.5;pc;pack;produit
grocery;de;Arborioreis (500g);3.5;st;packung;produit
grocery;nl;Couscous (1kg);3.2;st;pak;produit
grocery;en;Couscous (1kg);3.2;pc;pack;produit
grocery;de;Couscous (1kg);3.2;st;packung;produit
grocery;nl;Quinoa (500g);5.5;st;pak;produit
grocery;en;Quinoa (500g);5.5;pc;pack;produit
grocery;de;Quinoa (500g);5.5;st;packung;produit
grocery;nl;Groene linzen (500g);3.0;st;pak;produit
grocery;en;Green lentils (500g);3.0;pc;pack;produit
grocery;de;Grüne Linsen (500g);3.0;st;packung;produit
grocery;nl;Kidney bonen (400g);1.8;st;doos;produit
grocery;en;Red kidney beans (400g);1.8;pc;box;produit
grocery;de;Kidneybohnen (400g);1.8;st;schachtel;produit
grocery;nl;Kikkererwten (400g);1.8;st;doos;produit
grocery;en;Chickpeas (400g);1.8;pc;box;produit
grocery;de;Kichererbsen (400g);1.8;st;schachtel;produit
grocery;nl;Tonijn in blik;2.5;st;doos;produit
grocery;en;Canned tuna;2.5;pc;box;produit
grocery;de;Thunfisch in Dose;2.5;st;schachtel;produit
grocery;nl;Sardines;2.2;st;doos;produit
grocery;en;Sardines;2.2;pc;box;produit
grocery;de;Sardinen;2.2;st;schachtel;produit
grocery;nl;Augurken;2.8;st;pot;produit
grocery;en;Gherkins;2.8;pc;jar;produit
grocery;de;Cornichons;2.8;st;glas;produit
grocery;nl;Groene olijven;3.5;st;pot;produit
grocery;en;Green olives;3.5;pc;jar;produit
grocery;de;Grüne Oliven;3.5;st;glas;produit
grocery;nl;Zwarte olijven;3.5;st;pot;produit
grocery;en;Black olives;3.5;pc;jar;produit
grocery;de;Schwarze Oliven;3.5;st;glas;produit
grocery;nl;Naturel chips (200g);2.2;st;zakje;produit
grocery;en;Plain crisps (200g);2.2;pc;sachet;produit
grocery;de;Nature-Chips (200g);2.2;st;beutel;produit
grocery;nl;Paprika chips;2.2;st;zakje;produit
grocery;en;Paprika crisps;2.2;pc;sachet;produit
grocery;de;Paprika-Chips;2.2;st;beutel;produit
grocery;nl;Aperitief koekjes;2.8;st;pak;produit
grocery;en;Aperitif biscuits;2.8;pc;pack;produit
grocery;de;Aperitif-Gebäck;2.8;st;packung;produit
grocery;nl;Gedroogd fruit mix;5.5;st;zakje;produit
grocery;en;Dried fruit mix;5.5;pc;sachet;produit
grocery;de;Trockenobstmischung;5.5;st;beutel;produit
grocery;nl;Cashewnoten;6.5;st;zakje;produit
grocery;en;Cashew nuts;6.5;pc;sachet;produit
grocery;de;Cashewnüsse;6.5;st;beutel;produit
grocery;nl;Amandelen;7.5;st;zakje;produit
grocery;en;Almonds;7.5;pc;sachet;produit
grocery;de;Mandeln;7.5;st;beutel;produit
grocery;nl;Aardbeienconfiture;3.8;st;pot;produit
grocery;en;Strawberry jam;3.8;pc;jar;produit
grocery;de;Erdbeermarmelade;3.8;st;dose;produit
bookstore;nl;Moderne roman;22.0;st;boek;produit
bookstore;en;Contemporary novel;22.0;pc;book;produit
bookstore;de;Zeitgenössischer Roman;22.0;st;buch;produit
bookstore;nl;Detective;20.0;st;boek;produit
